ID,Straßenname,benannt nach [WD],Geschlecht,Geburtsort,Sterbeort,Beruf [WD],Geburtsjahr,Todesjahr,Wirkungsbereich,Tätigkeitsfeld,Tätigkeitsfeld II,Verbindung,Partei,Sonstiges
953,Adalbert-Stifter-Weg,Adalbert Stifter,männlich,Horní Planá,Linz,"Denkmalschützer, Dichter, Maler, Schriftsteller, Lehrer",1805,1868,international,kulturell,Schriftsteller,,,
1360,Wollnerstraße,Robert Wollner,männlich,,,Fabrikbesitzer. Gemeinderat,1854,1927,lokal,politisch,Lokalpolitiker,,,
895,Abbestraße,Ernst Abbe,männlich,Eisenach,Jena,"Objektiv-Konstrukteur, Hochschullehrer, Statistiker, Physiker, Astronom",1840,1905,national,wissenschaftlich,Naturwissenschaftler,,,
1220,Theodor-Storm-Straße,Theodor Storm,männlich,Husum,Hanerau-Hademarschen,"Romancier, Dichter, Rechtsanwalt, Schriftsteller",1817,1888,national,kulturell,Schriftsteller,,,
1245,Defreggerstraße,Franz Defregger,männlich,Iselsberg-Stronach,München,"Maler, Professor, Lehrer",1835,1921,national,kulturell,Bildender Künstler,,,
1135,Tolstoistraße,Lew Nikolajewitsch Tolstoi,männlich,Jasnaja Poljana,Astapowo,"Tagebuchschreiber, Kurzgeschichtenautor, Pazifist, Kinderbuchautor, Essayist, Romancier, Prosaist, Publizist, Philosoph, Pädagoge, Esperantist, Dramatiker, Dichter, Schriftsteller",1828,1910,international,kulturell,Schriftsteller,,,
1361,Thömelstraße,Emil Bernhard Thömel,männlich,,,Gemeindevorstand,1858,1941,lokal,politisch,Lokalpolitiker,,,
892,Kolbestraße,Hermann Kolbe,männlich,Elliehausen,Leipzig,"Hochschullehrer, Chemiker",1818,1884,national,wissenschaftlich,Naturwissenschaftler,,,
1424,Steinheilstraße,Carl August von Steinheil,männlich,Elsass,München,"Augenoptiker, Erfinder, Mathematiker, Physiker, Astronom",1801,1870,lokal,wissenschaftlich,Naturwissenschaftler,,,
1362,Gustav-Merbitz-Straße,Gustav Merbitz,männlich,,,Gemeindevorstand,1835,1913,lokal,politisch,Lokalpolitiker,,,
1569,Terscheckstraße,Carl Adolph Terscheck,männlich,Elsterwerda,Dresden,"Botaniker, Gärtner",1782,1869,lokal,kulturell,Sonstige,,,
1372,Hermann-Große-Straße,Hermann Große,männlich,,,,1848,1928,lokal,politisch,Lokalpolitiker,,,
1282,Louise-Seidler-Straße,Louise Seidler,weiblich,Jena,Weimar,"Historienmaler, Porträtmaler, Maler",1786,1866,lokal,kulturell,Bildender Künstler,,,
1249,Schroeterstraße,Johann Hieronymus Schroeter,männlich,Erfurt,Lilienthal,"Kartograf, Jurist, Astronom",1745,1816,national,wissenschaftlich,Naturwissenschaftler,,,
1378,Alfred-Darre-Weg,Max Alfred Darre,männlich,,,,1890,1945,lokal,politisch,Lokalpolitiker,,,
1143,Hermann-Conradi-Straße,Hermann Conradi,männlich,Jeßnitz,Würzburg,"Journalist, Dichter, Schriftsteller",1862,1890,regional,kulturell,Schriftsteller,,,
919,Lessingstraße,Gotthold Ephraim Lessing,männlich,Kamenz,Braunschweig,"Kritiker, Philosoph, Literaturkritiker, Kunsthistoriker, Journalist, Theologe, Dramaturg, Liedtexter, Bibliothekar, Dramatiker, Dichter, Schriftsteller",1729,1781,national,kulturell,Schriftsteller,,,
1379,Höntzschstraße,Friedrich August Höntzsch,männlich,,,,1846,1921,lokal,politisch,Lokalpolitiker,,,
1391,Otto-Harzer-Straße,Paul Otto Harzer,männlich,,,Bürgermeister,1894,1949,lokal,politisch,Lokalpolitiker,,,
1394,Paul-Breyer-Straße,Paul Beyer,männlich,,,Bürgermeister,1883,1965,lokal,politisch,Lokalpolitiker,,,
1399,Rudolf-Förster-Straße,Rudolf Förster,männlich,,,,1885,1938,lokal,politisch,Lokalpolitiker,,,
1070,Lessingstraße (LB),Gotthold Ephraim Lessing,männlich,Kamenz,Braunschweig,"Kritiker, Philosoph, Literaturkritiker, Kunsthistoriker, Journalist, Theologe, Liedtexter, Dramaturg, Dramatiker, Bibliothekar, Dichter, Schriftsteller",1729,1781,regional,kulturell,Schriftsteller,,,
1592,Paulusplatz,Friedrich Heinrich Paulus,männlich,,,Gemeindevorsteher,1846,1929,lokal,politisch,Lokalpolitiker,,,
1776,Bibrachstraße,Franz Bibrach,männlich,,,"Stadtrat, Wohltäter, Stigter",1465,,lokal,politisch,Lokalpolitiker,,,
1780,Tauscherstraße,Karl Tauscher,männlich,,,,1819,1890,lokal,politisch,Lokalpolitiker,,,
1783,Barteldesplatz,Karl Louis Barteldes,männlich,,,"Gemeinderatsmitglied, Stifter",1821,1880,lokal,politisch,Lokalpolitiker,,,
1790,Adolfstraße,Adolf Franze,männlich,,,"Gutsbesitzer, Gemeinderat",,,lokal,politisch,Lokalpolitiker,,,
1791,Waldemarstraße,August Waldemar Höpfner,männlich,,,"Fabrikant, Gemeinderatsmitglied",,,lokal,politisch,Lokalpolitiker,,,
1392,Otto-Schindler-Straße,Otto Schindler,männlich,Frankenthal,,"Gärtner, Lehrer",1871,1936,lokal,wissenschaftlich,Sonstige,,,
1623,Potthoffstraße,Gerhart Potthoff,männlich,Frankenthal,Dresden,"Verkehrswissenschaftler, Hochschullehrer",1908,1989,lokal,wissenschaftlich,Sonstige,,,
1811,Ernst-Wagner-Straße,Ernst Wagner,männlich,,,Gemeindevorsteher,1880,1954,lokal,politisch,Lokalpolitiker,,,
1215,Merianplatz,Maria Sibylla Merian,weiblich,Frankfurt am Main,Amsterdam,"wissenschaftlicher Illustrator, botanischer Illustrator, Botaniker, Entomologe, Grafiker, Illustrator, Maler, Lepidopterologe, Künstler, Naturwissenschaftler",1647,1717,national,kulturell,Naturwissenschaftler,,,
879,Arno-Holz-Allee,Arno Holz,männlich,Kętrzyn,Berlin,"Journalist, Dramatiker, Dichter, Schriftsteller",1863,1929,national,kulturell,Schriftsteller,,,
1002,Bulgakowstraße,Michail Bulgakow,männlich,Kiew,Moskau,"Science-Fiction-Schriftsteller, Kurzgeschichtenautor, Biograf, Prosaist, Librettist, Satiriker, Romancier, Bühnenregisseur, Journalist, Dichterarzt, Autor, Dramatiker, Chirurg, Arzt, Schauspieler, Schriftsteller, Drehbuchautor",1891,1940,international,kulturell,Schriftsteller,,,
1181,Ingeborg-Bachmann-Straße,Ingeborg Bachmann,weiblich,Klagenfurt am Wörthersee,Rom,"Essayist, Librettist, Philosoph, Journalist, Dramatiker, Übersetzer, Dichter, Drehbuchautor, Schriftsteller",1926,1973,international,kulturell,Schriftsteller,,,
1142,Anne-Frank-Straße,Anne Frank,weiblich,Klinik Maingau vom Roten Kreuz,KZ Bergen-Belsen,"Tagebuchschreiber, Schriftsteller",1929,1945,national,kulturell,Schriftsteller,NS-Verfolgte,,
1430,Gustav-Freytag-Straße,Gustav Freytag,männlich,Kluczbork,Wiesbaden,"Romancier, Journalist, Dramatiker, Politiker, Schriftsteller",1816,1895,lokal,kulturell,Schriftsteller,Liberalismus,,
1095,Wöhlerstraße,Friedrich Wöhler,männlich,Frankfurt-Eschersheim,Göttingen,"Biochemiker, Hochschullehrer, Chemiker",1800,1882,national,wissenschaftlich,Naturwissenschaftler,,,
987,Roseggerstraße,Peter Rosegger,männlich,Kluppeneggerhof,Krieglach,"Dichter, Schriftsteller",1843,1918,international,kulturell,Schriftsteller,,,
1835,Burckhardtstraße,Gottlob Samuel Burckhardt,männlich,,Dresden,Stadtverordneter,1784,1849,lokal,politisch,Lokalpolitiker,,,
1759,Schönbergstraße,Gotthelf Friedrich von Schönberg (1631–1708),männlich,Freiberg,Dresden,Jurist,1631,1708,lokal,politisch,Sonstige,Monarchie,,
1844,Friebelstraße,August Friebel,männlich,,,"Gemeindevorstand, Ortsrichter",1828,1900,lokal,politisch,Lokalpolitiker,,,
1004,Brentanostraße,Clemens Brentano,männlich,Koblenz-Ehrenbreitstein,Aschaffenburg,"Märchensammler, Dramatiker, Dichter, Schriftsteller",1778,1842,national,kulturell,Schriftsteller,,,
1225,Leiblstraße,Wilhelm Leibl,männlich,Köln,Würzburg,"Zeichner, Grafiker, Maler",1844,1900,national,kulturell,Bildender Künstler,,,
3198,Rüther-Rabinowicz-Straße,Irena Rüther-Rabinowicz,weiblich,Köln,Dresden,Maler,1900,1979,lokal,kulturell,Bildender Künstler,,,
899,Böllstraße,Heinrich Böll,männlich,Köln,Langenbroich,"Nobelpreisträger, Liedtexter, Romancier, Person des öffentlichen Lebens, Übersetzer, Dichter, Drehbuchautor, Schriftsteller",1917,1985,national,kulturell,Schriftsteller,,,
1557,Köhlerstraße,Johann Gottfried Köhler,männlich,Gauernitz,Dresden,Astronom,1745,1801,lokal,wissenschaftlich,Naturwissenschaftler,,,
1030,Wilhelm-Bölsche-Straße,Wilhelm Bölsche,männlich,Köln,Szklarska Poręba,"Herausgeber, Schriftsteller",1861,1939,national,kulturell,Schriftsteller,,,
1219,Reisstraße,Philipp Reis,männlich,Gelnhausen,Friedrichsdorf,"Forscher, Erfinder",1834,1874,regional,wissenschaftlich,Erfinder,,,
1265,Columbusstraße,Christoph Kolumbus,männlich,Genua,Valladolid,"Reisender, Seefahrer, Forschungsreisender, Erfinder, Seemann",1451,1506,international,ökonomisch,Sonstige,Kolonialismus,,
1847,Gebauerstraße,Karl Traugott Gebauer,männlich,,,,1828,1895,lokal,politisch,Lokalpolitiker,,,
869,Käthe-Kollwitz-Ufer,Käthe Kollwitz,weiblich,Königsberg,Moritzburg,"Autobiograf, Bauzeichner, Zeichner, Lithograf, Druckgrafiker, Designer, Grafiker, Bildhauer, Plakatkünstler, Künstler, Maler, Illustrator",1867,1945,national,kulturell,Bildender Künstler,,,
1851,Otto-Dittrich-Straße,Otto Dittrich,männlich,,,,1864,1929,lokal,politisch,Lokalpolitiker,,,
1852,Edmund-Leistner-Weg,Edmund Leistner,männlich,,,Gemeindevorstand,1864,1942,lokal,politisch,Lokalpolitiker,,,
1010,Käthe-Kollwitz-Straße,Käthe Kollwitz,weiblich,Königsberg,Moritzburg,"Autobiograf, Lithograf, Designer, Druckgrafiker, Zeichner, Bauzeichner, Grafiker, Bildhauer, Plakatkünstler, Maler, Illustrator, Künstler",1867,1945,regional,kulturell,Bildender Künstler,,,
1059,Käthe-Kollwitz-Straße (CB),Käthe Kollwitz,weiblich,Königsberg,Moritzburg,"Bauzeichner, Zeichner, Lithograf, Autobiograf, Druckgrafiker, Designer, Grafiker, Bildhauer, Künstler, Illustrator, Maler, Plakatkünstler",1867,1945,regional,kulturell,Bildender Künstler,,,
1206,Käthe-Kollwitz-Platz,Käthe Kollwitz,weiblich,Königsberg,Moritzburg,"Zeichner, Bauzeichner, Druckgrafiker, Autobiograf, Grafiker, Lithograf, Designer, Bildhauer, Plakatkünstler, Maler, Illustrator, Künstler",1867,1945,regional,kulturell,Bildender Künstler,,,
1750,Fanny-Lewald-Straße,Fanny Lewald,weiblich,Königsberg,Dresden,Schriftsteller,1811,1889,lokal,kulturell,Schriftsteller,,,
1854,Steglichstraße,Hermann Steglich,männlich,,,,1858,1920,lokal,politisch,Lokalpolitiker,,,
1094,Bunsenstraße,Robert Wilhelm Bunsen,männlich,Göttingen,Heidelberg,"Hochschullehrer, Chemiker, Erfinder, Physiker, Lehrer, Naturwissenschaftler",1811,1899,national,wissenschaftlich,Naturwissenschaftler,,,
1665,Martin-Andersen-Nexö-Straße,Martin Andersen Nexø,männlich,Kopenhagen,Dresden,"Autobiograf, Journalist, Schriftsteller",1869,1954,lokal,kulturell,Schriftsteller,,,
1862,Straußstraße,Moritz August Strauß,männlich,,,"Gemeindevorsteher, Lehrer",1835,1904,lokal,politisch,Lokalpolitiker,,,
1865,Max-Grahl-Straße,Carl Fürchtegott Max Grahl,männlich,,,,1831,1924,lokal,politisch,Lokalpolitiker,,,
1867,Großmannstraße,Karl Gustav Großmann,männlich,,,Gemeindevorstand,1843,1900,lokal,politisch,Lokalpolitiker,,,
1051,Ganghoferstraße,Ludwig Ganghofer,männlich,Kreisfreie Stadt Kaufbeuren,Tegernsee,"Journalist, Dramaturg, Kriegsreporter, Schriftsteller",1855,1920,national,kulturell,Schriftsteller,,,
1405,Schaufußstraße,Ludwig Wilhelm Schaufuß,männlich,Greiz,Meißen,"Conchologe, Entomologe, Schriftsteller, Naturwissenschaftler",1833,1890,lokal,wissenschaftlich,Naturwissenschaftler,,,
1868,Heinrich-Lange-Straße,Heinrich Lange,männlich,,,Gemeindevorstand,1854,1928,lokal,politisch,Lokalpolitiker,,,
909,Cranachstraße,Lucas Cranach der Ältere,männlich,Kronach,Weimar,"Zeichner, Bauzeichner, Grafiker, Kupferstecher, Druckgrafiker, Designer, Verleger, Maler, Künstler, Apotheker",1472,1553,national,kulturell,Bildender Künstler,,,
1099,Roquettestraße,Otto Roquette,männlich,Krotoszyn,Darmstadt,Schriftsteller,1824,1896,lokal,kulturell,Schriftsteller,,,
1689,Reckestraße,Elisa von der Recke,weiblich,Kurland,Dresden,"Dichter, Schriftsteller",1754,1833,lokal,kulturell,Schriftsteller,,,
1869,Hendrichstraße,Friedrich Gottlob Theodor Hendrich,männlich,,,,1834,1900,lokal,politisch,Lokalpolitiker,,,
1874,Wilhelm-Franz-Straße,Wilhelm Franz,männlich,,Dresden,Gemeindeältester,1819,1903,lokal,politisch,Lokalpolitiker,,,
1878,Oskar-Maune-Straße,Oskar Maune,männlich,,,,1875,1947,lokal,politisch,Lokalpolitiker,,,
1170,Hölderlinstraße,Friedrich Hölderlin,männlich,Lauffen am Neckar,Tübingen,"Librettist, Romancier, Philosoph, Hofmeister, Übersetzer, Bibliothekar, Dichter, Schriftsteller",1770,1843,national,kulturell,Schriftsteller,,,
3195,Friedrich-Findeisen-Straße,Friedrich Findeisen,männlich,,,"Gutsbesitzer, Gemeindevorstand",1856,1930,lokal,politisch,Lokalpolitiker,,,
1237,Rembrandtstraße,Rembrandt,männlich,Leiden,Amsterdam,"Zeichner, Radierer, bildender Künstler, Sammler, Druckgrafiker, Kunstsammler, Maler",1606,1669,international,kulturell,Bildender Künstler,,,
949,Fritz-Schulze-Straße,Fritz Schulze,männlich,Leipzig,Berlin-Plötzensee,Maler,1903,1942,lokal,kulturell,Bildender Künstler,NS-Widerstand,KPD,
1551,Lipsiusstraße,Constantin Lipsius,männlich,Leipzig,Krankenhaus Dresden-Friedrichstadt,"Hochschullehrer, Vorsitzender, Architekt",1832,1894,lokal,kulturell,Architekt,,,
1286,Conradstraße,Konrad I.,männlich,,Petersberg,Herrscher,"1097, 1098",1157,lokal,politisch,Markgraf,Monarchie,,
1288,Ottostraße,Otto der Reiche,männlich,,Nossen,Herrscher,1125,1190,lokal,politisch,Markgraf,Monarchie,,
1196,Max-Klinger-Straße,Max Klinger,männlich,Leipzig,Großjena,"Exlibriskünstler, bildender Künstler, Druckgrafiker, Hochschullehrer, Bildhauer, Maler, Einjährig-Freiwilliger, Schriftsteller",1857,1920,lokal,kulturell,Bildender Künstler,,,
1482,Reinhold-Becker-Straße,Reinhold Becker,männlich,Adorf/Vogtl.,Dresden,"Hochschullehrer, Geiger, Komponist",1842,1924,lokal,kulturell,Musiker/Komponist,,,
1409,Klingerstraße,Max Klinger,männlich,Leipzig,Großjena,"Exlibriskünstler, bildender Künstler, Druckgrafiker, Hochschullehrer, Bildhauer, Maler, Einjährig-Freiwilliger, Schriftsteller",1857,1920,lokal,kulturell,Bildender Künstler,,,
1700,Gudehusstraße,Heinrich Gudehus,männlich,Altenhagen,Dresden,"Opernsänger, Sänger",1842,1909,lokal,kulturell,Musiker/Komponist,,,
1527,Leon-Pohle-Straße,Leon Pohle,männlich,Leipzig,Dresden,"Maler, Hochschullehrer",1841,1908,lokal,kulturell,Bildender Künstler,,,
1710,Hagedornplatz,Christian Ludwig von Hagedorn,männlich,Hamburg,Dresden,"Druckgrafiker, Kunsthistoriker, Maler, Schriftsteller",1712,1780,lokal,kulturell,Sonstige,,,
1269,Hertzstraße,Heinrich Hertz,männlich,Hamburg,Bonn,"Philosoph, Hochschullehrer, Erfinder, Physiker",1857,1894,lokal,wissenschaftlich,Naturwissenschaftler,,,
1547,Manfred-von-Ardenne-Ring,Manfred von Ardenne,männlich,Hamburg,Dresden,"Hochschullehrer, Erfinder, Physiker, Politiker",1907,1997,lokal,wissenschaftlich,Naturwissenschaftler,,,
1667,Oskar-Zwintscher-Straße,Oskar Zwintscher,männlich,Leipzig,Dresden,"bildender Künstler, Hochschullehrer, Maler",1870,1916,lokal,kulturell,Bildender Künstler,,,
1696,Hermann-Prell-Straße,Hermann Prell,männlich,Leipzig,Loschwitz,"Kunstlehrer, Kunsthistoriker, Hochschullehrer, Bildhauer, Maler",1854,1922,lokal,kulturell,Bildender Künstler,,,
1731,Walter-Arnold-Straße,Walter Arnold,männlich,Leipzig,Dresden,"Hochschullehrer, Bildhauer, Politiker",1909,1979,lokal,kulturell,Bildender Künstler,,,
1737,Schnorrstraße,Julius Schnorr von Carolsfeld,männlich,Leipzig,Dresden,"Zeichner, bildender Künstler, Grafiker, Illustrator, Hochschullehrer, Maler",1794,1872,lokal,kulturell,Bildender Künstler,,,
1012,Brucknerstraße,Anton Bruckner,männlich,Ansfelden,Wien,"Musiktheoretiker, Musikpädagoge, Musikwissenschaftler, Hochschullehrer, Organist, Lehrer, Komponist",1824,1896,international,kulturell,Musiker/Komponist,,,
1524,Reißigerstraße,Carl Gottlieb Reißiger,männlich,Bad Belzig,Dresden,"Musikwissenschaftler, Pianist, Sänger, Dirigent, Komponist",1798,1859,lokal,kulturell,Musiker/Komponist,,,
1518,Heinrich-Schütz-Straße,Heinrich Schütz,männlich,Bad Köstritz,Dresden,"Selbstverleger, Hofkapellmeister, Organist, Kapellmeister, Komponist",1585,1672,lokal,kulturell,Musiker/Komponist,,,
1607,Enno-Heidebroek-Straße,Enno Heidebroek,männlich,Hannover,Dresden,"Maschinenbauingenieur, Hochschullehrer, Politiker",1876,1955,lokal,wissenschaftlich,Ingenieur,,,
1280,Uthmannstraße,Gustav Adolf Uthmann,männlich,Barmen,Barmen,"Chorleiter, Komponist",1867,1920,national,kulturell,Musiker/Komponist,,,
1446,Fuchsstraße,Albert Fuchs,männlich,Basel,Dresden,"Dirigent, Komponist",1858,1910,lokal,kulturell,Musiker/Komponist,,,
1428,Hassestraße,Johann Adolf Hasse,männlich,Bergedorf,Venedig,"Musikpädagoge, Kapellmeister, Sänger, Komponist",1699,1783,lokal,kulturell,Musiker/Komponist,,,
1062,Körnerplatz,Christian Gottfried Körner,männlich,Leipzig,Berlin,"Essayist, Biograf, Jurist, Schriftsteller, Komponist",1756,1831,lokal,kulturell,Schriftsteller,,,
1546,Manfred-Streubel-Weg,Manfred Streubel,männlich,Leipzig,Dresden,Schriftsteller,1932,1992,lokal,kulturell,Schriftsteller,,,
913,Lortzingstraße,Albert Lortzing,männlich,Berlin,Berlin,"Librettist, Opernsänger, Bühnenschauspieler, Sänger, Dirigent, Komponist, Schauspieler, Schriftsteller",1801,1851,national,kulturell,Musiker/Komponist,,,
1634,Rietzstraße,Julius Rietz,männlich,Berlin,Dresden,"Cellist, Hochschullehrer, Dirigent, Komponist",1812,1877,lokal,kulturell,Musiker/Komponist,,,
1646,Arno-Schellenberg-Straße,Arno Schellenberg,männlich,Berlin,Dresden,"Opernsänger, Hochschullehrer, Sänger",1903,1983,lokal,kulturell,Musiker/Komponist,,,
969,Hans-Böheim-Straße,Hans Böhm,männlich,Helmstadt,Würzburg,"Hirte, Musiker, Prediger, Schäfer",1458,1476,national,religiös,Sonstige,,,
1120,Leuckartstraße,Rudolf Leuckart,männlich,Helmstedt,Leipzig,"Entomologe, Bryologe, Botaniker, Hochschullehrer, Zoologe",1822,1898,regional,wissenschaftlich,Naturwissenschaftler,,,
1588,Inger-Karén-Straße,Inger Karén,weiblich,Berlin,Dresden,Opernsänger,1902,1972,lokal,kulturell,Musiker/Komponist,,,
1614,Friedrich-Kind-Straße,Johann Friedrich Kind,männlich,Leipzig,Dresden,"Librettist, Dichter, Schriftsteller",1768,1843,lokal,kulturell,Schriftsteller,,,
1692,Marianne-Bruns-Straße,Marianne Bruns,weiblich,Leipzig,Dresden,"Dichter, Schriftsteller",1897,1994,lokal,kulturell,Schriftsteller,,,
877,Rudolf-Leonhard-Straße,Rudolf Leonhard,männlich,Leszno,Berlin,"Essayist, Redakteur, Übersetzer, Dramatiker, Dichter, Politiker, Schriftsteller, Drehbuchautor",1889,1953,national,kulturell,Schriftsteller,Sozialismus/Kommunismus,"KPD, KAPD, SED",
880,Overbeckstraße,Friedrich Overbeck,männlich,Lübeck,Rom,"Zeichner, Maler, Illustrator, Künstler, Dichter, Schriftsteller",1789,1869,national,kulturell,Bildender Künstler,,,
1728,Gotthardt-Kuehl-Straße,Gotthardt Kuehl,männlich,Lübeck,Dresden,"Hochschullehrer, Maler",1850,1915,lokal,kulturell,Bildender Künstler,,,
1247,Erna-Sack-Straße,Erna Sack,weiblich,Berlin-Spandau,Mainz,Opernsänger,"1897, 1898",1972,lokal,kulturell,Musiker/Komponist,,,
1439,Naumannstraße,Johann Gottlieb Naumann,männlich,Blasewitz,Dresden,"Dirigent, Komponist",1741,1801,lokal,kulturell,Musiker/Komponist,,,
923,Beethovenstraße,Ludwig van Beethoven,männlich,Bonn,Wien,Komponist,1770,1827,national,kulturell,Musiker/Komponist,,,
881,Geibelstraße,Emanuel Geibel,männlich,Lübeck,Lübeck,"Übersetzer, Dichter, Schriftsteller",1815,1884,national,kulturell,Schriftsteller,,,
1163,Beethovenstraße (LB),Ludwig van Beethoven,männlich,Bonn,Wien,Komponist,1770,1827,national,kulturell,Musiker/Komponist,,,
1067,Heinrich-Mann-Straße (CB),Heinrich Mann,männlich,Lübeck,Santa Monica,"Prosaist, Essayist, Autobiograf, Romancier, Journalist, Illustrator, Biograf, Dramatiker, Übersetzer, Dichter, Schriftsteller, Drehbuchautor",1871,1950,lokal,kulturell,Schriftsteller,,,
1176,Thomas-Mann-Straße,Thomas Mann,männlich,Lübeck,Zürich,"Gesellschaftskritiker, Tagebuchschreiber, Kurzgeschichtenautor, Autobiograf, Romancier, Essayist, Hochschullehrer, Schriftsteller, Drehbuchautor",1875,1955,national,kulturell,Schriftsteller,,,
1188,Heinrich-Mann-Straße,Heinrich Mann,männlich,Lübeck,Santa Monica,"Autobiograf, Essayist, Prosaist, Romancier, Journalist, Biograf, Illustrator, Dramatiker, Übersetzer, Dichter, Schriftsteller, Drehbuchautor",1871,1950,lokal,kulturell,Schriftsteller,,,
1171,Mörikestraße,Eduard Mörike,männlich,Ludwigsburg,Stuttgart,"evangelischer Pfarrer, Zeichner, Hochschullehrer, Erzähler, Pfarrer, Übersetzer, Dichter, Schriftsteller",1804,1875,national,kulturell,Schriftsteller,,,
1626,Conertplatz,Herbert Conert,männlich,Magdeburg,Dresden,Architekt,1886,1946,lokal,kulturell,Architekt,,,
1009,Regerstraße,Max Reger,männlich,Brand,Leipzig,"Musikpädagoge, Musikwissenschaftler, Hochschullehrer, Organist, Pianist, Dirigent, Komponist",1873,1916,regional,kulturell,Musiker/Komponist,,,
1006,Carl-Immermann-Straße,Karl Immermann,männlich,Magdeburg,Düsseldorf,"Dichterjurist, Dichter, Richter, Schriftsteller",1796,1840,national,kulturell,Schriftsteller,,,
1457,Köpckestraße,Claus Koepcke,männlich,Jork,Dresden,"Ingenieur, Wissenschaftler",1831,1911,lokal,wissenschaftlich,Ingenieur,,,
1421,Spohrstraße,Louis Spohr,männlich,Braunschweig,Kassel,"Musikpädagoge, Musikwissenschaftler, Geiger, Musiker, Dirigent, Komponist",1784,1859,lokal,kulturell,Musiker/Komponist,,,
1492,Salbachstraße,Bernhard Salbach,männlich,Kaliningrad,Dresden,"Wasserbauingenieur, Ingenieur, Architekt",1833,1894,lokal,wissenschaftlich,Ingenieur,,,
1380,Jakob-Weinheimer-Straße,Jakob Weinheimer,männlich,Mainz,,Maler,1878,1962,lokal,kulturell,Bildender Künstler,,,
1553,Karl-Roth-Straße,Karl Roth,männlich,Mannheim,Darmstadt,"Hochschullehrer, Architekt",1875,1932,lokal,kulturell,Architekt,,,
1037,Schillerplatz,Friedrich Schiller,männlich,Marbach am Neckar,Weimar,"Ästhetiker, Romancier, Militärarzt, Philosoph, Journalist, Hochschullehrer, Dichterarzt, Übersetzer, Historiker, Dramatiker, Bibliothekar, Dichter, Arzt, Schriftsteller",1759,1805,lokal,kulturell,Schriftsteller,,,
1472,Pisendelstraße,Johann Georg Pisendel,männlich,Cadolzburg,Dresden,"Geiger, Konzertmeister, Dirigent, Komponist",1687,1755,lokal,kulturell,Musiker/Komponist,,,
1433,Maria-Cebotari-Straße,Maria Cebotari,weiblich,Chișinău / Kischinjow,Wien,"Opernsänger, Schauspieler",1910,1949,lokal,kulturell,Musiker/Komponist,,,
1173,Schillerstraße,Friedrich Schiller,männlich,Marbach am Neckar,Weimar,"Ästhetiker, Romancier, Hochschullehrer, Militärarzt, Philosoph, Journalist, Dichterarzt, Übersetzer, Dramatiker, Bibliothekar, Historiker, Dichter, Arzt, Schriftsteller",1759,1805,lokal,kulturell,Schriftsteller,,,
1174,Schillerstraße (CB),Friedrich Schiller,männlich,Marbach am Neckar,Weimar,"Ästhetiker, Romancier, Hochschullehrer, Militärarzt, Philosoph, Journalist, Dichterarzt, Übersetzer, Dramatiker, Bibliothekar, Historiker, Dichter, Arzt, Schriftsteller",1759,1805,lokal,kulturell,Schriftsteller,,,
1175,Schillerstraße (LB),Friedrich Schiller,männlich,Marbach am Neckar,Weimar,"Ästhetiker, Romancier, Hochschullehrer, Militärarzt, Philosoph, Journalist, Dichterarzt, Übersetzer, Dramatiker, Bibliothekar, Historiker, Dichter, Arzt, Schriftsteller",1759,1805,lokal,kulturell,Schriftsteller,,,
1226,Schillerplatz (LB),Friedrich Schiller,männlich,Marbach am Neckar,Weimar,"Ästhetiker, Philosoph, Militärarzt, Romancier, Journalist, Dichterarzt, Hochschullehrer, Übersetzer, Historiker, Dramatiker, Bibliothekar, Dichter, Arzt, Schriftsteller",1759,1805,lokal,kulturell,Schriftsteller,,,
1529,Putjatinstraße,Nikolai Abramowitsch Putjatin,männlich,Kiew,Dresden,Philosoph,1749,1830,lokal,kulturell,Sonstige,,,
3227,Schillerstraße (Trachau),,männlich,Marbach am Neckar,Weimar,"Ästhetiker, Romancier, Militärarzt, Philosoph, Journalist, Hochschullehrer, Dichterarzt, Übersetzer, Historiker, Dramatiker, Bibliothekar, Dichter, Arzt, Schriftsteller",1759,1805,lokal,kulturell,Schriftsteller,,,
1198,Hildebrandstraße,Adolf von Hildebrand,männlich,Marburg,München,"Hochschullehrer, Bildhauer, Architekt",1847,1921,national,kulturell,Bildender Künstler,,,
971,Mosenstraße,Julius Mosen,männlich,Marieney,Oldenburg,"Dichterjurist, Dramaturg, Dichter, Rechtsanwalt, Schriftsteller",1803,1867,lokal,kulturell,Schriftsteller,,,
1522,Silbermannstraße,Gottfried Silbermann,männlich,Kleinbobritzsch,Dresden,"Orgelbauer, Klavier- und Cembalobauer",1683,1753,lokal,kulturell,Sonstige,,,
1491,Theodor-Friedrich-Weg,Theodor Friedrich,männlich,Maxen,Dresden,Architekt,1829,1891,lokal,kulturell,Architekt,,,
959,Lochnerstraße,Stefan Lochner,männlich,Meersburg,Köln,"Maler, Buchmaler",1410,1451,national,kulturell,Bildender Künstler,,,
1499,Georg-Estler-Straße,Georg Estler,männlich,Meißen,Dresden,Maler,1860,1954,lokal,kulturell,Bildender Künstler,,,
1733,Rudolf-Bergander-Ring,Rudolf Bergander,männlich,Meißen,Dresden,"Zeichner, Grafiker, Hochschullehrer, Maler, Fotograf",1909,1970,lokal,kulturell,Bildender Künstler,,,
